Company Name,Aliases,Website,LinkedIn,Employees,Industry,City,State,Country,Region,Founded Year,Visa Sponsor,Number of Jobs,Description
NOVIA FINANCIAL PLC,,http://www.wealthtime.com,http://www.linkedin.com/company/wealthtime,260,financial services,Bath,England,United Kingdom,,2008,Yes,3,"Wealthtime is a UK-based investment platform group that provides wealth management services exclusively through financial advisers. Founded in 2008, the company manages approximately £11 billion in investments for over 77,000 clients. Wealthtime operates two distinct platforms: Wealthtime and Wealthtime Classic, focusing on advanced technology and exceptional customer service to enhance the investment experience for advisers and their clients.

The company offers a wide range of investment products, including Flexible ISAs, Junior ISAs, Self-Invested Personal Pensions (SIPPs), Junior SIPPs, General Investment Accounts (GIAs), and Offshore Bonds. Wealthtime supports flexible adviser charging across all product wrappers, allowing for tailored portfolio construction. With a commitment to continuous improvement, Wealthtime collaborates with global technology leaders to ensure its platform evolves with regulatory and technological advancements, providing secure and accessible online accounts for both clients and advisers."
One Call Insurance Services,"One Call Insurance Services Limited, One Call Insurance Services",http://www.onecallinsurance.co.uk,http://www.linkedin.com/company/one-call-insurance-ltd.,260,insurance,Doncaster,England,United Kingdom,,1995,Yes,1,"One Call Insurance Services Limited is a UK-based insurance broker founded in 1995 and incorporated in 2003, with its headquarters in Doncaster, South Yorkshire. The company employs over 250 staff and has a turnover exceeding £54 million. It specializes in a wide range of insurance products, including car, home, van, motorbike, travel, breakdown, and business insurance, as well as short-term insurance options.

The company offers a unique online self-service product called ""One Click Insurance,"" allowing customers to compare quotes from various trusted insurance providers. One Call Insurance is dedicated to customer service, supported by a UK-based team of trained agents. Their commitment to excellence is recognized through multiple industry awards, including ""Best Overall Insurance Broker"" at the 2023 Insurance Choice Awards.

In addition to its insurance services, One Call Insurance provides mortgage and life insurance advice through its One Call Mortgage Hub. The company also actively supports local charities in Doncaster, reflecting its commitment to community engagement alongside its business operations."
Pure Data Centres,Pure Data Centres,http://www.puredc.com,http://www.linkedin.com/company/pure-data-centres-group,260,construction,London,England,United Kingdom,,2013,Yes,9,"Pure Data Centres Group (Pure DC) is a global developer and operator of critical digital infrastructure, specializing in hyperscale data centres. Founded in 2013 and headquartered in London, UK, the company focuses on large-scale projects in high-demand markets across Europe, the Middle East, and Asia. Pure DC manages the entire lifecycle of data centre projects, ensuring they meet the rigorous standards of major technology firms.

The company emphasizes sustainability in its operations, investing in carbon removal projects and engaging with local communities to create employment opportunities. With over 500MW of data centre capacity either live or under development, Pure DC is committed to delivering secure, resilient, and scalable digital infrastructure. Backed by Oaktree Capital Management, Pure DC is well-positioned to expand its operations and meet the growing demand for low-latency connectivity."
Richer Sounds,"Richer Sounds Limited, Richer Sounds",http://www.richersounds.com,http://www.linkedin.com/company/richer-sounds,260,retail,London,England,United Kingdom,,1978,Yes,11,"Richer Sounds is a British home entertainment retailer founded in 1978 by Julian Richer. The company operates 51 stores across England and offers a comprehensive online platform, telesales, and business-to-business services. It specializes in audio and video equipment, including hi-fi systems, home cinema products, and related technology.

Richer Sounds is notable for its employee ownership model, with 60% of shares held by an employee ownership trust. This initiative reflects the company's commitment to its staff, including significant bonus payouts and a progressive workplace culture. The company emphasizes expert customer service, with knowledgeable staff providing personalized assistance through various channels, including in-store visits, phone, and online interactions.

The product range includes hi-fi separates, home cinema systems, speakers, and headphones, catering to both individual consumers and business clients. Richer Sounds is recognized for its quality, expert knowledge, and dedication to customer care, making it a leading retailer in the UK home entertainment market."
Sports Loyalty Card,"Sports Loyalty Card Limited, Sports Loyalty Card",http://www.rewardinsight.com,http://www.linkedin.com/company/reward,260,marketing & advertising,Belfast,Northern Ireland,United Kingdom,,2001,Yes,5,"Reward is a UK-based company founded in 2001 that focuses on enhancing customer engagement and commerce media through its cloud-based API platform. Operating in 15 countries across Europe, the Middle East, and Asia, Reward serves major financial institutions and global retailers by integrating content, advertising, and commerce to improve consumer experiences.

The company offers a range of services, including a loyalty technology platform that powers loyalty programs for leading banks, and a commerce media platform that combines purchase insights with loyalty technology. Reward also provides access to personalized offers through its Offer Cloud and utilizes data analytics to create unique marketing solutions. With a commitment to security and compliance, Reward is PCI Level 1 certified and adheres to high standards set by KPMG.

Reward aims to make everyday spending more rewarding, having given back over $1 billion in cashback rewards globally. The company has received multiple awards for its innovative solutions and is recognized as a leader in the loyalty and commerce media technology space."
Thatcham Research,Thatcham Research,http://www.thatcham.org,http://www.linkedin.com/company/thatcham,260,research,Thatcham,England,United Kingdom,,1969,Yes,4,"Thatcham Research is a not-for-profit automotive risk intelligence organization based in the UK, established in 1969 by the motor vehicle insurance industry. Headquartered in Thatcham, Berkshire, it operates as a private limited company by guarantee without share capital. The organization specializes in automotive safety, security, and sustainable repair, providing data-driven intelligence through rigorous research and analysis.

Thatcham Research focuses on understanding and managing risk within the automotive sector. It serves a diverse range of stakeholders, including insurers, vehicle manufacturers, government bodies, technology companies, and the repair industry. The organization evaluates vehicle safety technologies, security systems, and repair methodologies, helping to improve vehicle repairability and safety outcomes. By developing standards and best practices, Thatcham Research influences industry regulations and insurance policies, ultimately supporting safer and more economically sustainable vehicle ownership and repair."
Triple Point Investment Management,"Triple Point Investment Management LLP, Triple Point Investment Management",http://www.triplepoint.co.uk,http://www.linkedin.com/company/triple-point-investment-management,260,financial services,London,England,United Kingdom,,2004,Yes,8,"Triple Point LLP is an investment management firm based in London, established in 2004. The company manages over £3 billion in private, institutional, and public capital through five key investment strategies: Social Housing, Energy, Digital Infrastructure, Private Credit, and Venture Capital. Triple Point emphasizes generating positive social and environmental impact alongside financial returns, reflecting its mission where people, purpose, and profit intersect.

As a certified B Corporation and a signatory to the Principles for Responsible Investment, Triple Point is dedicated to responsible and sustainable investing. The firm employs over 220 people and fosters a culture of innovation and problem-solving. It has been recognized as one of the best places to work, highlighting its commitment to employee well-being and corporate responsibility. Triple Point serves a diverse clientele, including private investors, institutional investors, and public sector entities, focusing on both financial returns and social impact."
Unique2,"Unique2 Ltd, Unique2",http://www.n2y.com,http://www.linkedin.com/company/n2y-llc,260,e-learning,High Wycombe,England,United Kingdom,,1997,Yes,3,"n2y specializes in developing special education curriculum and materials to support educators, speech pathologists, and professionals working with children with special needs. Founded in 1997 by speech-language pathologist Jacquie Clark, the company initially created *News-2-You*, a weekly newspaper designed to enhance communication and social skills for special education students.

The company offers a suite of integrated digital solutions tailored for special education from Pre-K through transition age. Key products include the Unique Learning System (ULS), which aligns instruction with state standards; *News-2-You*, which provides accessible news content; SymbolStix, a symbol-based language system; Positivity, a behavioral management tool; and Polaris, a platform for IEP development and management. These solutions aim to improve student performance, teacher efficiency, and overall satisfaction among parents and educators.

In March 2024, n2y merged with Texthelp to expand their impact globally, focusing on promoting accessibility and inclusivity for neurodiverse learners. With over 25 years of experience, n2y serves millions of students and thousands of educators across the United States."
Visualsoft,Visualsoft,http://www.visualsoft.co.uk,http://www.linkedin.com/company/visualsoft-uk-ltd,260,information technology & services,Stockton-on-Tees,England,United Kingdom,,1998,Yes,24,"Visualsoft is a UK-based full-service eCommerce agency with over 25 years of experience, specializing in website development and digital marketing strategies. Founded in 1998 and headquartered in Stockton On Tees, the company serves some of the UK’s largest brands, providing innovative and performance-driven eCommerce solutions.

The agency offers a variety of services, including custom eCommerce website design and development, digital marketing strategies like PPC management and affiliate marketing, and ongoing website management. Visualsoft also develops proprietary technology, such as the VS Commerce platform, and partners with leading platforms like Shopify Plus and Klaviyo to enhance online retail experiences.

With a team of 201-500 employees, Visualsoft operates from offices in Teesside, Newcastle, and Manchester. The company has successfully collaborated with clients across various industries, achieving significant revenue growth and improved customer engagement through tailored digital solutions."
4most,,http://www.4-most.co.uk,http://www.linkedin.com/company/4most,250,financial services,London,England,United Kingdom,,,Yes,1,"4most (Europe) Limited is a data analytics and credit risk consultancy based in London, UK, with additional offices in Leeds, Amsterdam, Dubai, Edinburgh, and Bangalore, India. Founded in 2011, it has become the UK's largest specialist analytics consultancy, serving clients primarily in the financial services sector."
AccuRx Limited,Accurx,http://www.accurx.com,http://www.linkedin.com/company/accurx,250,information technology & services,London,England,United Kingdom,,,Yes,23,"Accurx is a British software company founded in May 2016, dedicated to improving communication within the healthcare sector, particularly for the NHS in England. Initially focused on tackling antimicrobial resistance, the company shifted its focus in 2018 to address broader communication challenges faced by healthcare professionals and patients."
Alternative Heat Ltd,Alternative Heat,http://www.alternativeheat.co.uk,http://www.linkedin.com/company/alternative-heat-ltd,250,construction,Banbridge,Northern Ireland,United Kingdom,,,Yes,24,"Alternative Heat Ltd is a prominent company focused on renewable heating and commercial energy solutions, operating in the UK, Ireland, and mainland Europe since its founding in 2003. The company specializes in the design, supply, installation, and commissioning of sustainable heating systems, including biomass boilers, ground and air source heat pumps, solar panels, and underfloor heating systems. They also offer offsite prefabrication of Mechanical, Electrical, and Plumbing (MEP) systems, ensuring efficient project delivery for various sectors."
Bede Gaming,,http://www.bedegaming.com,http://www.linkedin.com/company/bede-gaming,250,information technology & services,Newcastle upon Tyne,England,United Kingdom,,,Yes,5,"Bede Gaming Limited is a private company that develops and provides online gambling platforms and software. Founded in 2011 and headquartered in Newcastle upon Tyne, England, the company has additional offices in London, Sofia, and Toronto. Bede Gaming serves a global market, offering solutions to online casinos, bingo operators, lotteries, and sports betting companies in regulated markets."
C P W Services Limited,,http://www.cpwp.com,http://www.linkedin.com/company/cpwengineering,250,construction,Solihull,England,United Kingdom,,,Yes,1,"CPW is a UK-based environmental building services consultancy that specializes in mechanical, electrical, and plumbing (MEP) engineering. Founded in 1978, the company focuses on sustainable design and Zero-Carbon innovation, delivering engineering solutions that minimize environmental impact. CPW emphasizes energy-efficient practices to create buildings that support better lives for future generations."
Codasip UK Limited,,http://www.codasip.com,http://www.linkedin.com/company/codasip,250,semiconductors,Cambridge,England,United Kingdom,,,Yes,1,"Codasip is a European company that specializes in custom processor solutions based on the open RISC-V instruction set architecture (ISA). Founded in 2014 by Dr. Karel Masařík, Codasip has its roots in extensive research at Brno University of Technology. The company is recognized as a leader in the RISC-V sector, serving clients in over 15 countries and contributing to billions of chips worldwide."
Data Centre Dynamics Limited,,http://www.datacenterdynamics.com,http://www.linkedin.com/company/datacenterdynamics,250,media production,London,England,United Kingdom,,,Yes,2,"DatacenterDynamics (DCD) is a global media and events company focused on the data center and digital infrastructure industry. Founded in 2009 and based in London, DCD provides valuable information, insights, and networking opportunities for professionals involved in the planning, building, and operation of digital infrastructure."
Dream Games Publishing Limited,,http://www.dreamgames.com,http://www.linkedin.com/company/dreamgames,250,computer games,London,England,United Kingdom,,,Yes,3,"Dream Games is a mobile gaming company based in Istanbul, Turkey, founded in 2019 by five former executives from Peak Games, including CEO Soner Aydemir. The company focuses on developing high-quality puzzle games that prioritize craftsmanship and player-centric design."
Enotria Winecellars,"Enotria Winecellars Limited, Enotria Winecellars",http://www.enotriacoe.com,http://www.linkedin.com/company/enotria-winecellars-ltd,250,wine & spirits,London,England,United Kingdom,,1972,Yes,2,"Enotria&Coe is a prominent UK-based distributor of premium wines and spirits, established in 2015 through the merger of two historic companies: Enotria and Coe Vintners. With roots dating back to 1972 and 1930 respectively, the company combines decades of expertise in the distribution of exceptional alcoholic beverages.

The extensive portfolio includes a wide variety of wines—red, white, sparkling, dessert, fortified, and rosé—as well as a diverse selection of spirits such as rum, vodka, liqueurs, brandy, whiskey, Scotch whisky, tequila, and mezcal. Enotria&Coe represents over 100 exclusive producers worldwide, featuring both iconic and artisan brands. The company primarily serves premium bars, restaurants, and specialist retailers across the UK, utilizing a hybrid partnership model that enhances its distribution capabilities.

Enotria&Coe is dedicated to sustainability and industry leadership, being a founding member of the Sustainable Wine Roundtable. The company also focuses on community and education by offering tailored training programs to empower customer teams in serving and selling their products effectively."
Flawless Holdings,"Flawless Holdings Limited, Flawless Holdings",http://www.flawlessai.com,http://www.linkedin.com/company/flawlessai,250,information technology & services,London,England,United Kingdom,,2018,Yes,6,"Flawless is a London-based technology company that specializes in artificial intelligence solutions for the film and television industry. Founded in 2019 by industry veterans, including director Scott Mann and CEO Nick Lynes, Flawless focuses on enhancing global storytelling through innovative visual and performance editing tools. The company aims to empower creators by overcoming traditional barriers such as language and budget constraints, making filmmaking more affordable and accessible.

Flawless offers several advanced products, including TrueSync, which visually translates foreign language films by synchronizing lip movements and facial expressions with dubbed audio. Their DeepEditor tool assists filmmakers in refining performances and visual elements without costly reshoots. Additionally, Flawless provides AI-assisted performance editing and generative AI tools for automated dialogue replacement and CGI generation. The company primarily serves filmmakers, content owners, and entertainment companies looking to expand their global reach while maintaining quality and authenticity."
Gordon Murray Group Ltd,Gordon Murray Group,http://www.gordonmurraygroup.com,http://www.linkedin.com/company/gordon-murray-group,250,automotive,Shalford,England,United Kingdom,,,Yes,3,"Gordon Murray Group (GMG) is a British advanced engineering and design company based in Surrey, specializing in high-performance supercars and innovative automotive technologies. Founded by renowned designer Gordon Murray, the company emphasizes lightweight construction and advanced design to create exceptional driving experiences. GMG operates globally, with service and support centers in various countries, ensuring premium customer service for vehicle owners.

The Group consists of two main divisions: Gordon Murray Advanced Engineering (GMAe) and Gordon Murray Automotive (GMA). GMAe focuses on design and innovation, contributing to the development of future mobility platforms and lightweight structures. GMA, established in 2017, manufactures limited-run, hand-built supercars, including the T.50 and T.33 models, which are known for their precision engineering and driver engagement.

In addition to its automotive focus, GMG includes Gordon Murray Technologies (GMT), which develops electric and autonomous vehicle technologies. The Group's commitment to innovation and engineering excellence reflects Gordon Murray's legacy in the automotive industry."
Gresham Technologies plc,,http://www.greshamtech.com,http://www.linkedin.com/company/greshamtech,250,information technology & services,Southampton,England,United Kingdom,,1969,Yes,2,"Gresham Technologies is a British software company that specializes in real-time transaction control and enterprise data integrity solutions for the financial services industry. Founded in 1969 and headquartered in London, the company is publicly listed on the London Stock Exchange. Gresham has a global presence with offices in Europe, North America, and Asia Pacific, serving financial institutions worldwide.

The company focuses on enterprise data automation, helping clients simplify complex data operations. Gresham offers a suite of solutions that includes data management, reconciliation, and regulatory reporting. Its flagship product, the Clareti platform, automates compliance and operational processes, while Control Cloud provides automated reconciliation technology tailored for financial services. Gresham's clients include banks and investment firms, and its strategic acquisitions have enhanced its capabilities in the financial services sector. With a revenue of approximately $62.1 million and a dedicated team of around 241 employees, Gresham Technologies is a key player in the RegTech and financial data management markets."
Gumtree.com Ltd,,http://www.gumtree.com,http://www.linkedin.com/company/gumtree-com,250,internet,Richmond,England,United Kingdom,,2000,Yes,3,"Gumtree.com is a leading online classified advertisement and community website based in the UK, founded in 2000 and headquartered in London. It connects people across the country to buy, sell, find, or swap a variety of goods and services within their local neighborhoods. The platform is recognized as the UK's number one classifieds site, attracting significantly higher traffic than its competitors.

Gumtree offers a user-friendly interface for posting free or paid advertisements across various categories, including jobs, property, cars, and general items. It serves both private individuals and businesses, facilitating local transactions and community connections. With an annual turnover exceeding £54 million, Gumtree supports millions of users each month, making it a vital resource for local classifieds and community engagement in the UK."
Magus Research Limited T/A Crownpeak,,http://www.crownpeak.com,http://www.linkedin.com/company/crownpeak-technology,250,information technology & services,London,England,United Kingdom,,2001,Yes,1,"Crownpeak is a global leader in digital experience management, established in 2001. The company focuses on providing cloud-native Digital Experience Platform (DXP) solutions that help businesses enhance their digital presence. Crownpeak's offerings include the FirstSpirit CMS, which simplifies content management, and Fredhopper, an AI-driven product discovery engine that personalizes eCommerce experiences. They also provide digital accessibility solutions to ensure compliance with accessibility standards.

With over 600 customers worldwide, including prominent brands in America, EMEA, and Australia, Crownpeak supports its clients through a team of more than 300 experts. The company emphasizes strategic SaaS management to improve operational efficiency and cost control, partnering with Spendflo to enhance its procurement and compliance processes. Crownpeak is dedicated to helping enterprises scale their digital growth and deliver high-quality, accessible digital experiences."
Makers Academy,,http://www.makers.tech,http://www.linkedin.com/school/makers-academy,250,professional training & coaching,London,England,United Kingdom,,2013,Yes,2,"Makers is a UK-based tech education and talent organization founded in 2013 by Evgeny Shadchnev and Rob Johnson. As Europe’s first coding bootcamp, it has grown into a comprehensive service aimed at equipping individuals and businesses with essential skills for the AI-driven economy. Makers is a certified B Corp, demonstrating its commitment to high standards of performance, accountability, and sustainable practices.

The company offers a variety of tech education programs, including software development, DevOps and cloud engineering, data engineering, test engineering, and data analytics. These programs are delivered through immersive bootcamp-style training, typically lasting 16 weeks, and focus on both technical skills and problem-solving abilities. Makers also provides apprenticeships and tailored upskilling programs for businesses, helping to build AI-confident tech teams.

Makers has trained over 3,000 individuals and partnered with more than 300 organizations, including notable companies like Deliveroo, British Gas, and Tesco. The company is dedicated to promoting diversity and inclusivity in tech, collaborating with various community organizations to support underrepresented groups in the industry."
Mako Global Derivatives Partnership LLP,Mako,http://www.mako.com,http://www.linkedin.com/company/makotrading,250,financial services,London,England,United Kingdom,,1999,Yes,5,"Mako Trading is a proprietary trading firm established in 1999, specializing in providing liquidity to global derivatives markets. The company operates across major exchanges in Europe, Asia Pacific, and the Americas, focusing on options market making. Mako combines quantitative research, advanced technology, and trader expertise to navigate complex and fast-moving markets effectively.

The firm offers market-making services in exchange-traded fixed income, equities, and commodities. Its trading approach utilizes high-frequency methodologies and proprietary strategies, supported by a technology platform that enables rapid trading in highly liquid products. Mako's quantitative research team develops data-informed trading strategies using advanced algorithms and volatility pricing models, enhancing precision in option valuation. The firm is headquartered in London and operates as Mako Trading Holdings Limited."
MLL MEYERLUSTENBERGER LANCHENAL FRORIEP LLP,,http://www.mll-legal.com,http://www.linkedin.com/company/mll-legal,250,law practice,London,England,United Kingdom,,,Yes,1,"MLL Legal is a full-service Swiss law firm with offices in Zurich, Geneva, Zug, Lausanne, London, and Madrid. The firm specializes in a wide range of commercial law areas, including intellectual property, corporate and M&A, banking and finance, employment law, and competition law. MLL Legal is recognized for its strong international presence and pragmatic, business-oriented legal advice.

The firm has a notable focus on intellectual property, providing services such as trademark registration, enforcement, and litigation. In corporate and M&A, MLL Legal supports national and cross-border transactions, offering insights into corporate governance and commercial contracts. Their banking and finance practice covers various aspects, including asset management and regulatory compliance. Additionally, MLL Legal advises on competition law, employment matters, and capital markets, serving a diverse clientele that includes individuals, corporations, and private equity funds.

With a multilingual team, MLL Legal effectively supports clients across different jurisdictions, combining legal expertise with practical business insight."
MMT Ltd,,http://www.mmtdigital.co.uk,http://www.linkedin.com/company/mmt-digital,250,information technology & services,Uppingham,England,United Kingdom,,1999,Yes,3,"MMT Digital is a UK-based digital agency founded in 1999, specializing in creating bespoke websites and digital applications. With a focus on user experience and business growth, MMT Digital operates as the technology enablement division of MSQ Partners, boasting offices in London, Uppingham, Leeds, and teams in India and the US. The agency employs over 65 people and generates around $68 million in revenue.

The company offers three main service areas: creating meaningful digital experiences, developing innovative products, and facilitating accelerated transformation for enterprises. MMT Digital emphasizes a collaborative and agile approach, helping clients enhance their digital capabilities and achieve significant business results. Their portfolio includes award-winning projects, such as Vodafone’s Digital X Programme, which features the first end-to-end chatbot-driven sales journey in telecoms. MMT Digital partners with ambitious brands across various sectors, focusing on delivering tailored digital solutions that drive measurable growth."
Monex Europe Limited,,http://www.monexeurope.com,http://www.linkedin.com/company/monexeurope,250,financial services,London,England,United Kingdom,,2006,Yes,2,"Monex Europe is a UK-based foreign exchange company that specializes in currency exchange and international payment services for corporate and institutional clients. As an independent subsidiary of Monex Europe Holdings Limited, it is part of the global financial services group Monex S.A.P.I. de C.V. The company offers a variety of foreign exchange solutions, including spot and forward FX contracts, market orders, margin credit facilities, and customized FX hedging solutions.

In addition to its FX services, Monex Europe provides global payment and technology solutions that enable clients to send and receive funds in multiple currencies. The company supports operational efficiency through API integration, allowing clients to outsource their global payment processes. Monex Europe's diverse client base includes multinational corporations, investment funds, financial institutions, and small to medium-sized enterprises across various sectors. Headquartered in London, Monex Europe is regulated by the UK Financial Conduct Authority, ensuring compliance with high regulatory standards."
Mount Anvil,,http://www.mountanvil.com,http://www.linkedin.com/company/mount-anvil,250,construction,London,England,United Kingdom,,1991,Yes,3,"Mount Anvil is a British residential property developer based in London, founded in 1991 by Killian Hurley. The company specializes in creating high-quality residential developments that foster thriving communities. With over 30 years of experience, Mount Anvil has earned a strong reputation for quality and sustainability, winning multiple industry awards, including Developer of the Year.

The company focuses on large-scale residential projects, emphasizing community benefit and environmental sustainability. Notable developments include the Vauxhall scheme, which features Britain’s tallest residential brick tower, and the Wyvil Primary School, enhancing local infrastructure. Mount Anvil collaborates with housing associations, local authorities, and other stakeholders to deliver these projects, ensuring they meet the needs of homebuyers in London. Their commitment to sustainable practices includes partnerships with ecology experts to promote biodiversity in their developments."
Myenergi Ltd,,http://www.myenergi.com,http://www.linkedin.com/company/myenergi-ltd,250,electrical/electronic manufacturing,Grimsby,England,United Kingdom,,2016,Yes,13,"myenergi is a British renewable energy technology company founded in 2016, headquartered in Stallingborough, Lincolnshire. The company focuses on designing, manufacturing, and installing smart energy products that help homeowners maximize renewable energy use, reduce their carbon footprint, and achieve greater energy independence.

The product lineup includes the zappi, a smart electric vehicle charger that utilizes excess solar energy, and the eddi, a power diverter that redirects surplus energy to heat water and other systems. Additionally, the hub serves as a central control unit for managing all myenergi products from one interface. The company also offers installation services through partnerships with various installers.

myenergi targets eco-conscious homeowners, particularly those with solar PV systems and electric vehicles. With a commitment to sustainability, the company operates its headquarters using 100% renewable electricity and sells excess solar energy back to the grid. This approach supports its mission to create an accessible eco-smart home ecosystem and promote a greener future."
Nine United Properties UK ltd,,http://www.nineunited.com,http://www.linkedin.com/company/nine-united,250,design,London,England,United Kingdom,,1975,Yes,1,"Nine United is an international family of companies with a diverse portfolio that includes design, retail branding, supply and trading, property management, and philanthropic activities. Founded in 1975 in Ringkøbing, Denmark, the company has grown to have a global presence, emphasizing quality and tailored solutions.

The company specializes in designing and producing high-quality furniture, lighting, and accessories, with over 20 years of experience in delivering products worldwide. Through its brand STUDIO 9, Nine United offers customized retail branding concepts, enhancing shopping experiences for clients. Its supply and trading operations manage sourcing for a wide range of products, including household appliances and consumer goods, and expanded to include personal protective equipment during the COVID-19 pandemic.

Nine United also owns and manages properties in major European cities like Copenhagen, Paris, and London, contributing to its diversified business model. Additionally, the company operates non-profit foundations that support various organizations and projects, focusing on corporate social responsibility and sustainable development initiatives."
Orgvue,"Orgvue Limited, Orgvue",http://www.orgvue.com,http://www.linkedin.com/company/orgvue,250,information technology & services,London,England,United Kingdom,,2007,Yes,1,"Orgvue is a UK-based private limited company that specializes in data-driven Software as a Service (SaaS) solutions for organizational design, workforce analysis, and operational modeling. Founded in 2008 and headquartered in London, Orgvue integrates organizational data from various systems to help enterprises visualize, model, and optimize their business operations in real time.

The company offers a strategic human capital software platform that includes tools for workforce analysis and modeling, real-time data visualization, and operational modeling capabilities. This platform supports business, finance, and HR leaders in analyzing and re-engineering operations for improved efficiency. Orgvue serves a diverse clientele, including over 25 companies listed on the FTSE100 and S&P100 indices, as well as leading global management consultancies. With a strong focus on data-driven decision-making, Orgvue aims to enhance strategic human capital management for large enterprises worldwide."
PGMBM Law Ltd t/a Pogust Goodhead,PGMBM Law Ltd t/a Pogust Goodhead,http://www.pogustgoodhead.com,http://www.linkedin.com/company/pogustgoodhead,250,law practice,London,England,United Kingdom,,,Yes,3,"Pogust Goodhead is an international law firm based in London, specializing in class-action and group litigation. Founded in 2018 by Harris Pogust and Tom Goodhead, the firm has grown to include over 100 lawyers and more than 500 staff members. It focuses on environmental law, consumer protection, and human rights, helping individuals, groups, and businesses achieve justice.

The firm is known for its work on large-scale litigation against multinational corporations, particularly in cases involving environmental disasters and consumer rights violations. A notable achievement includes securing a landmark judgment for over 620,000 victims of the 2015 Mariana dam disaster in Brazil, allowing them to seek redress against BHP in the courts of England and Wales. Pogust Goodhead also leads significant consumer protection cases, such as the Volkswagen diesel emissions fraud litigation and the British Airways data breach claim.

With offices in London and Edinburgh, and a strong presence in the United States, Pogust Goodhead is committed to advocating for victims of corporate wrongdoing and human rights abuses. The firm emphasizes environmental, social, and governance principles in its legal practice."
Point Blank,"Point Blank Limited, Point Blank",http://www.pointblankmusicschool.com,http://www.linkedin.com/school/point-blank-music-school,250,higher education,London,England,United Kingdom,,1997,Yes,2,"Point Blank Music School is a renowned music education institution founded in London in 1994 by musician and producer Robert Cowan. It specializes in music production, sound engineering, DJing, singing, songwriting, radio broadcasting, and music business. With campuses in London, Los Angeles, Ibiza, and Mumbai, as well as online courses, it provides accessible education to students worldwide. The school has been recognized as the world's ""Best Music Production & DJ School"" by DJ Mag readers.

The school offers a variety of programs, including short certificates, diplomas, and full Higher Education degrees, such as a BA (Hons) in Music Production and Sound Engineering. Courses are taught by industry professionals in small class sizes, ensuring personalized instruction. Facilities include professional recording studios with industry-standard equipment and software training in tools like Ableton Live and Logic Pro. Point Blank attracts a diverse international student body and boasts a successful alumni network, highlighting its significant influence in the music industry."
SIGNAL MEDIA,"SIGNAL MEDIA LIMITED, SIGNAL MEDIA",http://www.signal-ai.com,http://www.linkedin.com/company/signal-artificial-intelligence,250,information technology & services,London,England,United Kingdom,,2013,Yes,4,"Signal AI is a London-based artificial intelligence company founded in 2013 by David Benigson, Miguel Martinez, and Wesley Hall. The company specializes in reputation and risk intelligence, helping businesses make informed decisions by transforming large volumes of information into actionable insights.

Their AI-powered platform aggregates and analyzes data from various sources, including digital media, print, broadcast, and social media. This technology provides real-time insights that assist organizations in monitoring their reputation, managing supply chain risks, and staying compliant with regulatory changes. Key services include reputation intelligence, risk intelligence, compliance monitoring, and predictive analytics.

Signal AI serves over 650 customers globally, including notable corporations like Bank of America Securities, Google, and Exxon Mobil. The company has raised over $100 million in funding, with a focus on expanding its predictive analytics capabilities and advancing AI research and development. The company culture promotes innovation, diversity, and a people-centric approach."
The Berkeley Hotel,"The Berkeley Hotel Limited, The Berkeley Hotel",http://www.the-berkeley.co.uk,http://www.linkedin.com/company/the-berkeley-hotel,250,hospitality,London,England,United Kingdom,,1897,Yes,1,"The Berkeley Group Holdings plc is a prominent British property developer and house-builder based in Cobham, Surrey. Established in 1976 as Berkeley Homes, the company is publicly listed on the London Stock Exchange and is part of the FTSE 100 Index. It specializes in developing and selling a diverse range of residential and commercial properties, primarily in London, Birmingham, and the South of England.

Berkeley's portfolio includes executive homes, family houses, city apartments, student residences, and mixed-use developments. The company operates under several brands, such as Berkeley, St George, and St Edward, catering to various customer segments. Berkeley is committed to building high-quality homes and fostering local communities, with a focus on environmental sustainability and social mobility. Its long-term strategy, *Our Vision 2030*, aims to balance business growth with positive societal and environmental impacts."
THE CHILDREN'S INVESTMENT FUND FOUNDATION,"THE CHILDREN'S INVESTMENT FUND FOUNDATION (UK), THE CHILDREN'S INVESTMENT FUND FOUNDATION",http://www.ciff.org,http://www.linkedin.com/company/children's-investment-fund-foundation-ciff-,250,fund-raising,London,England,United Kingdom,,2002,Yes,3,"The Children's Investment Fund Foundation (CIFF) is an independent philanthropic organization founded in 2002 by Sir Chris Hohn and Jamie Cooper-Hohn. Based in London, with offices in several major cities, CIFF focuses on improving the lives of children living in poverty in developing countries through strategic, data-driven philanthropy. The foundation manages a significant endowment and has disbursed over $2.1 billion in charitable grants, emphasizing measurable impact.

CIFF's core areas of focus include child health and development, climate change, sexual and reproductive health and rights, gender equality, and child protection. The foundation invests in initiatives that enhance child and maternal health, support climate action, empower adolescents, and combat child labor and exploitation. CIFF collaborates with various partners, including NGOs, governments, and international organizations, to create sustainable solutions and improve outcomes for vulnerable communities."
